Time,Background,Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10
6225,2914.062,2946.384,2963.429,2938.102,2937.731,2993.135,2928.243,2947.242,3042.231,2974.895,2940.475
6226,2916.767,2951.264,2965.711,2936.314,2940.005,2986.011,2935.566,2954.097,3043.199,2976.54,2942.35
6227,2910.322,2949.648,2961.878,2940.54,2941.529,3005.39,2928.331,2949.766,3043.987,2968.732,2938.683
6228,2913.096,2947.403,2965.974,2941.664,2937.062,3011.842,2926.427,2951.879,3047.513,2972.101,2940.688
6229,2916.486,2949.315,2962.34,2940.496,2940.875,3013.684,2929.427,2953.008,3048.096,2973.649,2942.154
6230,2917.664,2951.852,2961.955,2940.073,2940.255,3014.542,2929.434,2954.629,3035.801,2968.662,2939.083
6231,2917.657,2950.407,2966.929,2943.401,2939.466,3017.266,2933.059,2948.25,3039.192,2972.614,2944.188
6232,2915.418,2954.736,2968.199,2941.599,2939.495,3017.808,2932.015,2951.952,3050.718,2972.557,2941.958
6233,2918.541,2949.565,2963.5,2942.489,2940.476,3012.023,2933.044,2949.831,3055.853,2976.167,2940.1
6234,2916.863,2949.495,2964.179,2945.942,2938.789,3015.141,2936.007,2949.936,3053.039,2981.478,2942.442
6235,2914.651,2951.287,2966.186,2941.62,2939.914,3017.661,2927.485,2951.484,3057.564,2981.11,2940.679
6236,2917.575,2945.981,2964.327,2940.131,2936.861,3012.633,2931.279,2950.895,3047.474,2977.75,2943.917
6237,2919.781,2952.741,2967.519,2946.175,2943.351,3009.068,2933.228,2950.911,3050.276,2977.092,2941.438
6238,2916.678,2952.495,2965.66,2944.248,2939.476,3005.723,2934.39,2953.847,3047.135,2979.732,2942.396
6239,2914.466,2949.778,2962.821,2944.818,2944.553,2992.491,2933.441,2953.927,3043.468,2978.684,2944.404
6240,2914.294,2950.074,2965.083,2945.978,2938.639,2984.232,2931.029,2946.242,3047.461,2982.649,2940.958
6241,2912.952,2948.375,2967.603,2942.715,2939.697,2995.311,2931.272,2944.661,3047.878,2980.803,2941.371
6242,2914.822,2949.815,2967.346,2944.051,2935.067,2986.791,2926.323,2952.686,3049.006,2981.737,2940.592
6243,2914.911,2947.431,2964.391,2943.73,2937.51,2981.729,2930.25,2943.556,3050.397,2975.426,2938.725
6244,2914.74,2950.028,2964.449,2941.635,2937.13,2977.593,2926.537,2951.605,3050.603,2971.171,2940.087
6245,2912.884,2944.065,2961.314,2938.745,2935.466,2980.655,2928.912,2950.46,3047.436,2974.088,2937.921
6246,2910.925,2945.417,2961.917,2941.737,2939.586,2977.983,2930.323,2947.29,3040.25,2971.688,2938.863
6247,2909.918,2946.032,2963.673,2945.416,2937.327,2978.571,2930.662,2946.637,3034.513,2975.746,2941.029
6248,2915.712,2949.769,2964.071,2943.044,2938.211,2979.78,2930.132,2949.814,3030.968,2976.798,2942.479
6249,2916.274,2948.06,2965.006,2939.854,2936.74,2976.751,2928.978,2952.653,3025.192,2970.136,2938.858
6250,2911.507,2945.755,2962.763,2939.066,2935.769,2970,2930.037,2947.468,3026.051,2969.754,2938.804
6251,2915.281,2946.917,2964.628,2944.438,2935.274,2979.893,2931.831,2950.887,3028.378,2976.395,2945.788
6252,2918.377,2951.324,2963.615,2947.343,2941.082,2977.616,2930.559,2954.427,3022.378,2976.219,2946.887
6253,2918.116,2948.801,2965.609,2943.453,2937.846,2977.215,2931.14,2948.637,3033.263,2979.662,2944.579
6254,2916.959,2946.523,2963.423,2945.27,2938.37,2980.768,2932.007,2949.177,3037.789,2975.741,2946.292
6255,2914.61,2949.773,2964.789,2945.117,2937.168,2972.548,2928.721,2949.968,3037.327,2967.342,2949.042
6256,2913.843,2947.579,2964.961,2944.182,2936.024,2976.441,2932.287,2951.032,3029.789,2971.965,2948.188
6257,2913.973,2951.343,2962.981,2944.372,2941.466,2974.813,2930.088,2955.056,3027.526,2970.947,2949.375
6258,2915.815,2945.745,2965.269,2943.285,2935.817,2975.13,2928.779,2951.218,3026.397,2963.145,2946.029
6259,2914.671,2949.676,2968.622,2945.577,2938.058,2975.378,2931.853,2958.331,3035.282,2960.018,2949.158
6260,2918.39,2950.662,2966.635,2946.796,2943.293,2979.294,2932.11,2951.089,3034.846,2966.785,2945.779
6261,2920.569,2948.38,2964.263,2944.482,2940.399,2977.531,2930.552,2951.024,3030.487,2969.513,2942.217
6262,2917.055,2950.176,2966.289,2946.372,2940.086,2978.113,2931.132,2957.5,3029.878,2970.421,2940.7
6263,2916.486,2950.097,2966.122,2947.715,2940.688,2987.599,2931.39,2957.581,3035.679,2972.237,2941.567
6264,2915.301,2947.81,2965.064,2939.073,2937.87,2985.757,2931.573,2950.202,3035.711,2980.776,2939.658
6265,2914.863,2950.736,2969.404,2943.066,2940.865,2984.068,2930.603,2958.677,3040.897,2996.895,2941.55
6266,2914.925,2949.699,2968.827,2941.38,2943.385,2985.509,2927.823,2952.218,3043.506,2997.921,2944.033
6267,2918.637,2949.079,2967.013,2947.124,2938.812,2977.791,2932.677,2952.202,3041.404,2989.842,2938.65
6268,2911.945,2948.218,2971.135,2945.796,2941.144,2980.13,2933.221,2951.105,3039.327,2997.32,2938.712
6269,2915.212,2950.292,2969.981,2949.555,2942.567,2984.91,2934.757,2956.589,3043.603,2989.241,2942.375
6270,2917.514,2948.417,2966.744,2943.752,2938.942,2984.509,2934.471,2953.952,3043.186,2993.636,2939.979
6271,2914.74,2945.981,2965.827,2944.409,2938.111,2981.316,2928.228,2956.637,3039.718,2988.421,2939.979
6272,2917.069,2948.472,2965.006,2949.401,2939.548,2984.198,2931.463,2956.419,3036.545,2982.465,2944.225
6273,2918.562,2947.685,2967.789,2950.131,2940.558,2983.565,2930.86,2956.056,3040.622,2991.333,2942.617
6274,2917.884,2946.528,2965.641,2941.117,2937.529,2975.175,2928.007,2955.444,3035.353,2980.114,2939.692
6275,2917.247,2949.389,2967.179,2943.898,2941.048,2983.576,2927.346,2954.645,3041.936,2977.031,2943.738
6276,2919.753,2950.542,2970.763,2951.387,2941.615,2981.124,2932.809,2955.29,3045.692,2984.364,2942.821
6277,2917.137,2951.486,2965.917,2945.431,2939.38,2980.073,2935.64,2953.847,3031.436,2976.667,2952.579
6278,2918.144,2951.824,2971.968,2948.92,2940.841,2986.339,2931.272,2957.177,3031.795,2972.035,2951.083
6279,2915.069,2952.088,2969.776,2949.08,2943.683,2982.887,2934.456,2956.419,3033.603,2966.882,2948.35
6280,2917.418,2950.412,2965.609,2943.847,2938.942,2978.09,2932.191,2955.839,3025.365,2965.938,2947.488
6281,2915.39,2952.454,2969.487,2947.584,2942.067,2983.011,2935.191,2959.153,3037.763,2967.355,2950.554
6282,2914.664,2949.329,2968.705,2946.044,2941.062,2986.932,2935.118,2956.653,3043.295,2961.531,2949.204
6283,2913.664,2950.722,2967.051,2951.007,2941.942,2988.006,2932.698,2956.169,3042.006,2960.522,2950.137
6284,2918.767,2954.148,2970.917,2945.912,2939.019,2993.989,2929.338,2951.371,3031.532,2961.123,2945.238
6285,2916.794,2948.56,2965.09,2944.299,2940.284,2993.593,2933.478,2950.427,3036.994,2958.438,2947.346
6286,2914.719,2947.935,2968.814,2941.007,2936.139,2985.785,2931.831,2955.314,3031.154,2959.026,2948.817
6287,2915.678,2946.426,2963.801,2938.336,2937.62,2982.949,2932.721,2953.242,3026.199,2957.193,2946.371
6288,2912.952,2950.009,2966.365,2940.19,2938.438,2978.514,2931.096,2947.581,3021.192,2963.412,2946.467
6289,2914.61,2945.824,2969.211,2941.869,2937.351,2976.339,2930.493,2955.177,3029.154,2959.07,2947.758
6290,2916.973,2948.042,2963,2945.35,2941.077,2979.305,2929.375,2951.564,3028.083,2960.276,2944.5
6291,2915.945,2948.208,2968.321,2941.328,2937.904,2986.65,2931.132,2951.306,3030.551,2961.816,2947.004
6292,2918.363,2950.056,2972.128,2948.642,2943.789,2998.373,2931.779,2956.484,3032.75,2969.285,2947.954
6293,2914.712,2951.13,2969.519,2949.066,2939.336,3005.65,2933.485,2951.903,3043.628,2979.465,2945.608
6294,2913.253,2950.056,2966.16,2947.891,2936.351,3007.181,2933.39,2956.411,3047.929,2977.504,2947.087
6295,2918.979,2951.083,2969.917,2941.905,2939.615,3001.305,2934.721,2957.137,3041.192,2984.855,2948.217
6296,2920.555,2950.111,2970.904,2949.35,2938.442,3010.249,2936.346,2953.032,3042.468,2992.469,2947.358
6297,2919.931,2949.417,2966.853,2945.635,2937.135,3000.554,2931.941,2958.177,3043.776,2990.68,2943.283
6298,2919.027,2950.519,2969.994,2947.839,2939.514,2994.842,2933.029,2954.081,3043.532,2987.636,2943.896
6299,2918.966,2946.852,2966.058,2945.803,2942.461,2989.734,2932.272,2952.314,3036.135,2985.044,2945.654
6300,2916.021,2952.185,2974.59,2949.358,2945.399,2987.243,2935.5,2954.314,3044.583,2986.785,2948.4
6301,2920.685,2950.588,2974.667,2951.277,2943.495,2984.571,2931.985,2957.403,3045.372,2985.101,2943.717
6302,2917.116,2953.468,2968.263,2946.701,2940.188,2983.073,2932.853,2955.613,3045,2985.842,2947.046
6303,2918.521,2950.023,2971.385,2947.131,2943.361,2980.011,2930.397,2958.258,3042.5,2986.21,2945.062
6304,2917.733,2948.977,2970.173,2946.285,2938.745,2983.446,2934.177,2955.532,3045.968,2988.281,2947.188
6305,2916.582,2953.75,2969.737,2945.927,2940.668,2983.215,2931.691,2957.831,3047.731,2983.54,2948.633
6306,2915.226,2947.602,2962.942,2941.752,2938.914,2978.203,2929.787,2947.476,3043.256,2979.263,2948.85
6307,2917.808,2949.056,2966.59,2946.314,2940.851,2977.718,2934.552,2954.468,3039.603,2982.426,2948.363
6308,2916.452,2954.042,2971.577,2944.854,2938.356,2977.537,2934.846,2955.992,3038.59,2974.969,2947.075
6309,2916.931,2945.38,2966.705,2944.803,2940.933,2975.622,2935.052,2953.234,3035.045,2980.965,2941.708
6310,2915.664,2950.519,2966.981,2943.066,2938.279,2977.469,2935.11,2953.629,3033.436,2980.184,2947.383
6311,2914.26,2948.444,2964.135,2942.825,2937.981,2976.87,2932.096,2954.331,3021.904,2982.246,2946.738
6312,2916.815,2950.815,2968.571,2942.248,2939.303,2977.802,2936.088,2954.944,3019.135,2980.351,2947.971
6313,2915.706,2947.949,2965.917,2945.285,2937.524,2974.243,2932.073,2950.895,3013.494,2980.776,2947.637
6314,2916.973,2950.986,2966.692,2943.27,2943.596,2975.61,2925.713,2957.073,3013.994,2980.447,2950.758
6315,2911.452,2949.403,2965.16,2944.92,2941.327,2975.158,2934.698,2949.444,3017.436,2975.395,2943.725
6316,2911.87,2947.648,2969.282,2948.234,2934.625,2976.023,2922.522,2954.024,3023.789,2972.11,2946.446
6317,2913.87,2948.505,2963.301,2945.482,2940.043,2974.706,2935.029,2955.944,3018.513,2971.022,2948.454
6318,2917.479,2948.648,2964.846,2947.555,2939.505,2975.509,2929.934,2956.927,3023.256,2974.285,2946.408
6319,2915.192,2948.926,2965.205,2945.518,2936.236,2972.169,2927.706,2954.702,3024.474,2971.864,2946.446
6320,2919.945,2946.241,2963.679,2947.226,2938.086,2971.475,2930.654,2951.702,3014.692,2967.254,2941.683
6321,2917.459,2948.648,2962.673,2944.044,2934.808,2978.604,2927.544,2959.984,3019.789,2971.303,2942.392
6322,2918.034,2950.273,2963.449,2942.752,2935.692,2980.983,2930.022,2954.387,3020.378,2972.987,2940.221
6323,2916.897,2949.343,2965.647,2943.394,2933.481,2979.356,2931.875,2958.637,3016.128,2969.978,2947.533
6324,2919.747,2950.634,2969.25,2946.766,2942.87,2977.836,2930.978,2956.79,3022.635,2977.504,2948.312
6325,2917.247,2951.403,2965.801,2945.577,2939.529,2978.209,2936.059,2956.895,3016.981,2968.132,2946.288
6326,2912.233,2950.014,2963.429,2944.029,2934.779,2973.542,2934.39,2959.177,3011.859,2967.93,2944.871
6327,2915.897,2947.083,2969.878,2949.73,2938.75,2972.475,2930.787,2955.694,3023.256,2971.803,2947.042
6328,2916.459,2945.926,2964.41,2947.956,2936.601,2973.028,2929.463,2955.944,3013.904,2975.149,2941.671
6329,2914.247,2949.13,2967.635,2943.679,2936.298,2984.113,2932.029,2959.064,3013.353,2976.412,2946.108
6330,2914.397,2950.227,2965.378,2945,2934.274,2988.791,2929.184,2956.016,3006.782,2971.877,2944.754
6331,2916.377,2945.444,2960.526,2942.693,2936.428,2985.497,2931.427,2952.863,3008.942,2970.487,2942.392
6332,2919.74,2952.889,2968.058,2946.934,2936.745,2994.514,2936.64,2958.581,3017.968,2976.276,2941.904
6333,2916.61,2952.861,2962.026,2945.81,2938.341,2994.836,2932.956,2960.637,3015.263,2979.408,2942.05
6334,2914.438,2949.653,2966.224,2940.774,2938.173,3003.604,2934.897,2957.718,3020.135,2978.412,2944.837
6335,2919.527,2948.292,2963.558,2947.883,2936.5,2999.356,2933.875,2953.645,3031.564,2979.614,2945.654
6336,2919.322,2951.958,2965.603,2950.752,2935.639,3002.39,2934.529,2956.46,3040.942,2978.333,2944.325
6337,2917.486,2955.731,2966.308,2948.007,2937.851,3009.915,2934.066,2959.097,3047.955,2982.645,2944.637
6338,2920.349,2949.829,2965.359,2947.774,2940.673,3012.865,2933.419,2958.29,3047.763,2975.926,2946.812
6339,2916.452,2951.259,2968.314,2948.445,2938.385,3008.378,2934.198,2956.548,3041.16,2971.329,2949.521
6340,2916.363,2953.81,2968.051,2946.854,2939.668,3007.701,2935.86,2957.379,3043.301,2977.926,2947.383
6341,2916.794,2951.245,2967.641,2947.263,2938.01,2998.215,2932.698,2958.056,3040.814,2974.338,2949.087
6342,2913.466,2949.435,2965.654,2944.299,2940.615,2997.633,2932.125,2956.226,3028.276,2973.228,2948.488
6343,2921.562,2947.713,2967.539,2944.095,2936.63,2992.87,2935.934,2959,3036.006,2978.627,2948.608
6344,2915.753,2947.634,2967.782,2946.438,2940.707,2994.87,2934.441,2950.266,3029.551,2975.232,2948.038
6345,2913.247,2951.31,2962.103,2949.431,2937.428,2987.729,2931.081,2950.71,3028.295,2977.154,2946.292
6346,2918.801,2949.287,2964.103,2942.752,2936.711,2991.04,2931.743,2952.444,3027.365,2976.303,2946.575
6347,2913.377,2953.046,2965.192,2944.175,2938.466,2987.429,2934.331,2955.508,3030.763,2973.645,2948.154
6348,2913.452,2948.472,2961.154,2947.912,2937.904,2982.989,2932.441,2958.008,3040.231,2973.048,2943.962
6349,2922.678,2948.13,2968.378,2942.745,2935.745,2985.678,2930.206,2955.581,3039.724,2968.947,2948.15
6350,2914.877,2952.148,2966.577,2948.46,2937.173,2992.192,2933.434,2955.186,3046.846,2970.882,2948.35
6351,2912.199,2948.62,2967.66,2945.745,2943.226,2991.254,2934.169,2956.25,3043.385,2965.074,2949.1
6352,2915.815,2952.616,2967,2948.993,2940.889,2992.452,2936.456,2956.621,3044.147,2964.268,2946.321
6353,2919.137,2950.157,2967,2945.912,2938.332,2994.757,2935.228,2957.613,3036.494,2970.386,2945.429
6354,2919.384,2949.782,2963.692,2946.898,2936.567,2979.644,2933.404,2951.911,3034.449,2970.504,2946.646
6355,2917.849,2949.963,2965.859,2947.088,2939.178,2983.48,2935.948,2954.331,3031.135,2965.706,2945.575
6356,2910.315,2948.727,2964.737,2941.314,2936.082,2976.311,2928.522,2951.492,3039.199,2965.074,2941.908
6357,2914.219,2949.06,2960.654,2940.774,2935.808,2986.949,2928,2950.5,3041.647,2961.36,2939.471
6358,2916.767,2947.153,2965.083,2942.73,2938.649,2989.226,2929.323,2946.903,3034.865,2961.82,2945.042
6359,2914.062,2949.681,2962.122,2944.255,2939.014,2988.593,2931.61,2950.492,3046.494,2963.333,2940.379
6360,2912.911,2946.407,2961.231,2946.591,2935.808,2994.672,2928.596,2947.645,3034.994,2961.162,2938.404
6361,2909.11,2946.824,2962.853,2940.898,2933.841,2982.723,2928.11,2953.605,3035.474,2956.263,2941.517
6362,2915.137,2950.546,2963.442,2940.182,2934.375,2986.39,2931.632,2952.597,3038.75,2962.228,2942.829
6363,2910.363,2947.361,2961.558,2942.526,2935.514,2978.147,2932.838,2952.371,3034.218,2965.465,2942.546
6364,2914.253,2947.884,2965.353,2945.555,2931.389,2980.164,2929.338,2951.073,3021.513,2964.114,2947.646
6365,2917.514,2945.491,2961.41,2938.847,2937.293,2981.797,2931.029,2949.669,3013.276,2966.702,2947.183
6366,2915.178,2945.259,2963.724,2942.876,2935.961,2980.554,2927.169,2950.04,3019.256,2968.364,2946.079
6367,2912.836,2947.009,2966.128,2943.708,2932.904,2979.977,2930.934,2951.008,3021.692,2960.39,2945.371
6368,2919.438,2948.162,2966.782,2944.423,2937.529,2976.576,2927.802,2952.186,3015.058,2957.285,2947.717
6369,2918.911,2952.194,2966.404,2948.81,2934.764,2976.147,2933.772,2952.774,3021.769,2958.57,2949.55
6370,2916.11,2950.356,2963.147,2944.474,2934.125,2972.91,2934.088,2957.661,3016.577,2966.377,2944.762
6371,2913.897,2950.144,2968.635,2941.387,2941.312,2979.825,2932.559,2953.839,3010.205,2968.412,2945.333
6372,2916.007,2945.032,2962.301,2942.92,2935.928,2973.604,2929.904,2951.936,3008.186,2968.048,2942.417
6373,2914,2949.583,2964.904,2938.847,2934.034,2972.107,2935.052,2950.056,3008.391,2964.618,2944.283
6374,2918.267,2948.861,2964.878,2940.35,2937.216,2972.932,2935.088,2950.355,3014.141,2969.018,2940.679
6375,2917.507,2948.574,2964.724,2943.642,2937.822,2977.509,2933.86,2955.855,3012.333,2968.092,2939.071
6376,2916.794,2947.37,2965.968,2946.526,2940.769,2974.187,2935.029,2953.653,3019.417,2969.035,2945.196
6377,2913.575,2947.074,2962.231,2941.781,2936.24,2972.927,2932.147,2951.274,3013.109,2968.688,2938.921
6378,2915.034,2952.657,2965.744,2944.175,2937.861,2976.746,2932.552,2950.314,3007.064,2970.154,2943.829
6379,2916.308,2946.977,2966.244,2940.876,2935.577,2970.384,2929.89,2950.984,3004.737,2963.991,2943.896
6380,2913.212,2948,2964.391,2943.584,2932.856,2973.729,2931.434,2949.153,3014.115,2963.228,2947.85
6381,2912.904,2949.181,2964.756,2940.504,2936.423,2974.367,2931.971,2945.548,3014.269,2967.145,2944.079
6382,2920.233,2950.12,2965.365,2948.088,2937.697,2980.011,2929.588,2953.145,3021.506,2962.004,2944.75
6383,2915.733,2947.602,2966.404,2946.35,2938.048,2982.825,2930.64,2952.879,3018.763,2964.864,2944.271
6384,2916.651,2950.944,2965.551,2940.796,2936.139,2972.39,2931.691,2948.831,3013.545,2960.535,2940.908
6385,2916.39,2949.25,2967.571,2940.584,2938.293,2979.898,2934.993,2955.298,3014.154,2957.285,2943.517
6386,2919.952,2947.338,2965.173,2941.715,2935.836,2974.249,2929.728,2952.774,3005.128,2959.074,2945.292
6387,2913.349,2947.94,2960.115,2944.533,2934.894,2979.051,2928.765,2952.064,3001.711,2960.07,2938.817
6388,2916.596,2949.931,2967.179,2943.745,2937.808,2982.842,2930.772,2948.855,3001.942,2966.86,2945.508
6389,2914.569,2952.083,2968.692,2943.949,2936.202,2986.802,2934.191,2956.484,3008.711,2972.312,2943.554
6390,2916.836,2947.588,2969.961,2942.423,2936.226,2982.006,2931.809,2956.839,3014.359,2974.79,2942.992
6391,2914.657,2951.389,2967.494,2945.876,2939.74,2987.757,2931.169,2953.29,3024.064,2973.399,2943.675
6392,2912.301,2950.157,2969.468,2945.555,2942.226,2984.825,2931.919,2951.355,3024.103,2978.688,2942.1
6393,2916.069,2948.741,2967.449,2950.35,2936.889,2980.949,2932.713,2947.992,3014.872,2978.496,2945.337
6394,2916.692,2950.19,2970.455,2941.599,2939.711,2981.418,2933.566,2956.831,3011.314,2978.688,2946.863
6395,2918.89,2952.106,2972.981,2943.277,2941.077,2980.554,2937.125,2954.54,3007.615,2977.768,2950.783
6396,2913.76,2949.435,2963.532,2946.964,2938.793,2979.802,2929.956,2953.774,3006.083,2968.987,2949.438
6397,2917.39,2951.333,2965.545,2942.832,2941.539,2982.627,2930.846,2949.71,3002.66,2967.934,2944.825
6398,2917.445,2951.366,2963.827,2945.839,2940.529,2979.362,2931.735,2949.702,3010.442,2967.259,2951.333
6399,2917.877,2952.69,2967.442,2943.241,2939.125,2977.791,2932.956,2955.064,3005.41,2962.61,2943.925
6400,2916.39,2950.083,2963.647,2946.613,2939.053,2975.599,2928.338,2951.419,3004.564,2958.842,2945.217
6401,2917.103,2948.106,2963.949,2941.774,2939.221,2972.661,2928.368,2953.766,3002.058,2958.548,2943.929
6402,2913.356,2947.301,2965.032,2944.635,2934.168,2972.825,2933.552,2952.306,3004,2951.39,2943.546
6403,2913.623,2947.352,2967.289,2942.029,2936.082,2973.277,2930.081,2951.436,3001.994,2952.54,2950.363
6404,2915.014,2949.519,2964.795,2940.949,2936.957,2972.124,2931.39,2952.476,3012.276,2957.206,2947.55
6405,2919.294,2946.602,2959.859,2947.883,2939.88,2974.243,2931.912,2952.25,3009.667,2958.873,2948.637
6406,2916.219,2951.787,2964.103,2944.117,2939.447,2978.203,2928.603,2954.113,3007,2960.386,2944.383
6407,2918.055,2946.542,2967.167,2945.336,2932.168,2973.119,2923.787,2950.355,3011.968,2959.154,2948.883
6408,2915.062,2949.403,2965.256,2943.343,2938.639,2973.701,2929.728,2950.234,3019.641,2966.864,2944.579
6409,2917.445,2951.981,2964.59,2943.226,2938.586,2972.599,2933.875,2954.234,3014.141,2967.715,2950.546
6410,2918.075,2954.62,2971.135,2945.08,2938.289,2975.774,2935.603,2958.798,3030.66,2965.285,2946.496
6411,2915.801,2945.838,2965.558,2946.022,2937.519,2983.356,2932.985,2950.766,3028.103,2969.96,2946.867
6412,2914.431,2946.94,2965.667,2944.708,2935.197,2989.429,2926.368,2952.105,3036.673,2971.167,2944.467
6413,2915.418,2951.62,2970.519,2940.686,2938.495,2984.068,2930.544,2955.21,3047.731,2969.443,2946.538
6414,2918.219,2947.829,2959.66,2940.737,2938.298,2985.147,2928.36,2954.29,3040.647,2967.132,2943.354
6415,2917.014,2943.963,2966.551,2941.577,2934.452,2982.271,2926.691,2951.387,3043.455,2968.057,2945.129
6416,2917.644,2952.907,2971.622,2948.241,2939.87,2981.299,2930.603,2955.524,3047.474,2969.969,2946.742
6417,2918.521,2949.435,2964.372,2941.803,2935.404,2979.35,2933.529,2952.234,3048.25,2961.518,2937.65
6418,2916.459,2949.051,2966.231,2943.92,2938.914,2979.503,2933.765,2947.984,3043.609,2968.706,2940.137
6419,2914.671,2949.426,2961.461,2947.781,2938.245,2978.588,2929.448,2953.806,3046.442,2975.838,2939.592
6420,2915.918,2948.954,2965.647,2942.051,2933.216,2979.74,2932,2949.202,3042.942,2972.355,2939.079
6421,2912.952,2948.116,2963.09,2942.431,2938.173,2976.503,2933.088,2949.895,3040.654,2968.618,2939.863
6422,2919.87,2953.046,2969.551,2948.307,2940.534,2977.898,2932.066,2949.766,3040.09,2973.693,2945.629
6423,2918.527,2948.509,2966.141,2942.92,2938.284,2983.192,2933.919,2954.976,3033.833,2970.145,2942.508
6424,2912.774,2946.912,2962.654,2944.19,2939.418,2979.164,2926.5,2951,3031.526,2968.509,2938.812
6425,2915.801,2950.417,2962.949,2942.401,2937.327,2978.13,2931.015,2952.323,3022.474,2960.592,2943.342
6426,2908.877,2947.329,2960.167,2942.212,2935.49,2980.757,2931.228,2947.323,3015.5,2958.89,2943.429
6427,2917.219,2945.718,2959.724,2941.482,2936.25,2978.65,2932.853,2947.653,3019.558,2956.088,2946.596
6428,2918.719,2948.935,2960.353,2948.197,2938.923,2975.006,2926.706,2950.169,3017.936,2963.803,2946.529
6429,2910.61,2949.199,2966.737,2940.759,2940.779,2978.966,2935.25,2952.589,3014.314,2960,2944.221
6430,2913.493,2950.037,2970.224,2944.971,2939.664,2988.701,2929.448,2952.702,3016.321,2960.645,2953.596
6431,2918.918,2954.102,2967.308,2944.423,2939.548,2985.746,2929.897,2953.919,3015.744,2961.004,2951.467
6432,2913.849,2951.074,2968.083,2945.007,2942.572,2986.288,2930.603,2953.556,3011.801,2958.202,2947.508
6433,2919.931,2952.347,2966.013,2946.058,2939.553,2994.842,2932.868,2955.266,3022.224,2956.11,2948.946
6434,2915.37,2949.259,2965.891,2943.708,2936.183,2999.684,2932.368,2952.581,3034.558,2951.513,2945.421
6435,2918.555,2945.815,2963.321,2941.314,2937.649,3009.435,2929.427,2945.774,3028.961,2949.281,2948.504
6436,2915.623,2946.602,2964.808,2946.46,2935.505,3011.571,2932.985,2951.234,3038.256,2951.29,2948.746
6437,2917.774,2953.602,2964.391,2943.825,2939.096,3016.78,2932.052,2953.282,3034.211,2952.79,2948.558
6438,2919.664,2948.324,2968.474,2947.803,2940.192,3011.226,2934.39,2954.452,3039.481,2950.329,2948.329
6439,2917.685,2948.731,2964.167,2946.62,2938.409,3018.028,2934.971,2950.419,3044.045,2953.083,2949.829
6440,2912.075,2950.907,2963.064,2948.642,2939.375,3020.034,2933.802,2954.355,3041.596,2952.324,2951.271
6441,2917.178,2951.13,2968.474,2945.642,2938.928,3010.424,2930.309,2953.347,3050.333,2951.316,2949.171
6442,2908.774,2948.236,2965.436,2946.599,2938.745,3005.853,2935.691,2951.339,3047.282,2951.127,2944.021
6443,2913.931,2950.042,2960.16,2942.942,2936.836,3010.288,2925.338,2953.798,3042.814,2956.601,2946.329
6444,2914.192,2946.25,2964.859,2943.234,2933.058,3000.073,2930.529,2951.879,3037.308,2951.346,2944.108
6445,2913.74,2951.565,2964.756,2945.796,2938.769,2992.983,2934.713,2953.613,3038.961,2956.746,2946.096
6446,2914.74,2946.806,2964.5,2939.891,2938.096,2992.102,2930.25,2948.605,3035.564,2953.807,2945.012
6447,2913.37,2944.921,2965.461,2942.35,2938.981,2985.401,2933.816,2952.637,3045.25,2956.035,2947.779
6448,2918.13,2948.815,2965.878,2946.825,2938.976,2999.192,2931.728,2951.758,3049.474,2956.276,2947.533
6449,2916.13,2947.861,2966.532,2943.723,2941.38,2991.949,2928.669,2952.589,3041.641,2954.43,2945.233
6450,2917.116,2949.63,2967.968,2946.204,2944.635,3002.763,2935.662,2957.306,3042.115,2952.469,2944.258
6451,2913.562,2950.602,2971.481,2945.197,2941.039,2995.757,2931.544,2953.855,3043.442,2954.645,2948.212
6452,2915.144,2948.699,2962.891,2944.431,2938.514,2995.701,2935.346,2948.847,3046.923,2951.316,2944
6453,2914.843,2947.875,2962.942,2947.839,2938,2991.91,2932.302,2954.169,3042.327,2951.763,2943.038
6454,2915.473,2948.968,2963.224,2944.219,2940.13,2995.215,2932.404,2950.04,3046.378,2956.43,2942.158
6455,2915.664,2950.069,2967.449,2944.263,2937.404,2998.339,2936.353,2951.798,3049.673,2954.373,2941.721
6456,2916.993,2948.032,2966.526,2942.577,2938.856,3007.638,2931.081,2950.113,3044.109,2951.952,2942.892
6457,2918.062,2951.477,2964.276,2945.153,2938.586,3011.791,2930.596,2953.766,3043.821,2950.583,2941.4
6458,2917.425,2950.009,2965.16,2946.971,2940.615,3020.831,2931.927,2952.113,3036.776,2950.031,2944.812
6459,2918.37,2951.935,2964.545,2949.285,2935.726,3019.616,2928.14,2956.186,3032.987,2952.697,2943.621
6460,2918.473,2947.144,2966.801,2939.832,2934.029,3014.672,2930.581,2952.177,3031.737,2955.338,2944.15
6461,2922.706,2950.972,2967.301,2944.73,2937.149,3014.362,2937.198,2956.976,3037.083,2960.982,2943.596
6462,2917.952,2950.296,2964.84,2945.139,2934.034,3005.254,2928.794,2950.218,3033.5,2967.167,2940.392
6463,2914.322,2952.634,2963.949,2943.015,2935.942,3003.068,2928.654,2956.621,3039.865,2973.768,2940.863
6464,2914.178,2949.25,2962.929,2941.905,2936.659,2998.842,2934.177,2950.25,3039.808,2973.838,2940.858
